Set,Vinuesa,Hart,Crotty,Genes
Random_CoreNet_GRN_sig_only_size_match_806,0,0,0,"{'TCEA2', 'SRPRA', 'S100A14', 'PRIM1', 'EIF4H', 'OR9G1', 'MSL2', 'THAP7', 'BRI3BP', 'EAPP', 'GRK1', 'RNF114', 'SERP2', 'MSX1', 'GTSF1L', 'SNAP91', 'RTTN', 'DMRT2', 'CYBC1', 'TXNRD1', 'GPATCH2L', 'MUC15', 'MNS1', 'PUSL1', 'LARP7', 'DHRS13', 'CYP4X1', 'LSM2', 'JRKL', 'NLRP2', 'INTU', 'SLC24A1', 'CPVL', 'CSRNP1', 'APLNR', 'RASL12', 'GDI2', 'C4ORF42', 'GXYLT1', 'BCLAF1', 'CCDC88B', 'SEC61A2', 'CHUK', 'KSR1', 'ACTN3', 'OOEP', 'BTNL9', 'KLRF1', 'SLCO6A1', 'FAM22F', 'CDO1', 'AGRN', 'IL18R1', 'C1QTNF5', 'MTDH', 'B1AN99', 'GIT1', 'ADORA2A', 'CCDC51', 'EIF4ENIF1', 'CENPE', 'B4DYC6', 'SMARCA4', 'RIT1', 'PLAGL1', 'ALG3', 'FAM200A', 'CHD8', 'VAMP8', 'PMPCB', 'ARSL', 'GLT8D1', 'IK', 'PAPSS2', 'Q9BQ02', 'NPR2', 'ATP9A', 'TCF7L2', 'DKFZP586M1819', 'FLT3LG', 'NANP', 'ECD', 'AARSD1', 'POU5F1', 'PPP1R21', 'ADAMTS5', 'CMTM4', 'AGPAT3', 'PGAM1', 'UBE3A', 'PEX5', 'PZP', 'ZBTB21', 'CACYBP', 'HAS2', 'TIA1', 'KRTAP9-8', 'CWC15', 'SPACA3', 'HEL-S-42', 'CCDC153', 'TUBB', 'GJB3', 'SGCE', 'DCLK3', 'DKFZP686G11190', 'NUP62CL', 'ACVR1', 'GNPTAB', 'DOCK10', 'HNRNPA3', 'TUBGCP2', 'MKL1', 'BOD1', 'MOXD1', 'KLHDC10', 'KCMF1', 'PIK3R4', 'DNAJC24', 'H0YAA0', 'ZFYVE9', 'RBPJ', 'RRAGB', 'RNF19B', 'DKFZP564J0123', 'ABCF1', 'VPS26A', 'ADRA2C', 'SPEN', 'RIMS4', 'ARHGEF12', 'SIMC1', 'E5RJ89', 'DDR2', 'C1GALT1C1', 'CHDH', 'Q5T8Z0', 'APOBEC1', 'BNIPL', 'APOM', 'FRMD8', 'ZNF875', 'HTR2A', 'SMDT1', 'ZNF587', 'DDHD2', 'ESX1', 'ELAC2', 'E9PBI4', 'NYX', 'ADGRG1', 'ACTR8'}"
Random_CoreNet_GRN_sig_only_size_match_807,0,0,0,"{'TBC1D17', 'TMEM97', 'MARCHF7', 'LRRIQ3', 'ALR', 'UAP1L1', 'IRAK1BP1', 'RPF1', 'MRPS6', 'FGF12', 'CCR1', 'NRSN2', 'B7Z3E2', 'CCDC24', 'PKIA', 'SLC25A33', 'IHPK2', 'ZEB1', 'TULP3', 'RPS20', 'FBXO24', 'PDAP1', 'Q59HD9', 'P09565', 'CTR9', 'KRT6C', 'RPL37', 'PEBP4', 'SP100', 'Q86YL1', 'GRIN2C', 'LPCAT3', 'Q9BSD4', 'SETD6', 'LGALS13', 'BARX1', 'RAB11FIP5', 'ZNF584', 'ACOT7', 'PGLS', 'ABCG8', 'ITGA6', 'GADD45GIP1', 'PSCA', 'PABIR3', 'STOX1', 'PPM1E', 'ALDH1L1', 'GTPBP4', 'MED4', 'UHMK1', 'C5ORF49', 'RNF208', 'TAF13', 'MEF2A', 'FXYD7', 'GRN', 'TOR3A', 'SPIN2A', 'TXNDC17', 'RFESD', 'CCDC43', 'CHRNA7', 'NBAS', 'SPRY4', 'ARSA', 'ADD2', 'NIF3L1', 'PNO1', 'ZNF883', 'PPP6R3', 'H2BC12', 'HSFX1|HSFX2', 'TOM1', 'SGTA', 'ENO2', 'TRIM7', 'NUTF2', 'OOSP2', 'ST18', 'ANKS1B', 'TXNIP', 'VPS52', 'SYT2', 'CCDC77', 'ASB11', 'PPIH', 'ERH', 'RAVER2', 'FGFR1', 'ING4', 'STRN3', 'FLYWCH1', 'DYNC1I1', 'CEP104', 'IRS4', 'AP3D1', 'MAGED4|MAGED4B', 'HOOK1', 'JUP', 'COL23A1', 'Q9NWG8', 'CCDC153', 'SYTL4', 'FKBP8', 'TCTN3', 'CDC42SE2', 'FLJ00305', 'CCDC85C', 'MYH14', 'SLC4A2', 'CTSE', 'UNKL', 'TIE1', 'ELAVL4', 'GSTK1', 'HP', 'PIKFYVE', 'ABHD15', 'PCYOX1L', 'CCT6B', 'EDC4', 'CD300C', 'KCTD2', 'BTG2', 'STMN2', 'PACRG', 'LIAT1', 'PP2D1', 'NPR1', 'LILRA3', 'SAFB2', 'ZNF805', 'DNMT3L', 'PPP1CB', 'AKAP8', 'ANKRD13', 'B4DW13', 'DHX9', 'FAM167A', 'CEP135', 'NSA2', 'CARD19', 'MBD2', 'KIF3C', 'EPB41', 'STRA8', 'HERC4', 'GRP', 'HAPLN3', 'GOLGA4', 'HS2ST1'}"
Random_CoreNet_GRN_sig_only_size_match_808,0,0,1,"{'CRIP1', 'HOMER3', 'C11ORF52', 'CDKN2D', 'OR14I1', 'NIT2', 'SUPT7L', 'STX19', 'NAP1L3', 'ETS2', 'KRTAP5-8', 'TCTN2', 'CST4', 'CMTM8', 'MTX2', 'CACNA1S', 'FANK1', 'SNRNP27', 'IMPDH1', 'TRPA1', 'KIF21A', 'CMIP', 'HLA-F', 'ZDHHC24', 'TMEM61', 'CCL8', 'GCSH', 'CALCRL', 'LRRC37A', 'MRI1', 'FXR2', 'RFPL4A', 'DOK6', 'SSX7', 'EMC9', 'MAPK1', 'DYDC2', 'DNAH9', 'PIGH', 'SLC25A26', 'COQ10A', 'NDUFB11', 'CARNMT1', 'ARHGDIA', 'KRT25', 'ANKRD26P1', 'CD81', 'SAP30L', 'EXOSC1', 'ICE1', 'GTF2H4', 'ZNF134', 'FANCL', 'B1AQP4', 'GK', 'LCMT1', 'PSMD14', 'NQO2', 'PDS5B', 'GATA1', 'TJP1', 'LIPG', 'IL18R1', 'DALRD3', 'BICDL2', 'VAMP2', 'BIN1', 'TMEM14A', 'GPD2', 'TSEN54', 'KDM4A', 'ZNF610', 'GLRX5', 'ZNF260', 'TMEM117', 'C7ORF57', 'FCF1', 'RCC1', 'HSP90AB2P', 'TARS2', 'IL31RA', 'ZFP3', 'PEX11B', 'SBF2', 'MTUS1', 'C10ORF90', 'BBS5', 'ZDHHC22', 'ABCC3', 'EPM2A', 'TDO2', 'MOG', 'TMEM9B', 'TNF', 'GTF3A', 'SYT17', 'TMED7-TICAM2', 'PARN', 'BPIFB3', 'TRBC1', 'GPN2', 'TUBGCP2', 'NBLA10236', 'Q53EW4', 'EPRS1', 'SHROOM1', 'MRPL12', 'TMEM86B', 'Q86V28', 'SLC16A12', 'TBL2', 'HTATSF1', 'CD72', 'A8K0U2', 'MYO1H', 'ZNF770', 'GNS', 'HPH2', 'KIAA0753', 'DYNC2I1', 'BEND3', 'SCAND1', 'PHF13', 'AKAIN1', 'ARL2', 'LPPR4', 'PRPF18', 'BOLA2|BOLA2B', 'LRRC42', 'TRAPPC13', 'ZNF526', 'LAIR1', 'TIMM17B', 'ZNF596', 'C9JV16', 'ADAMTS9', 'SARG', 'MYCBP', 'CTAG2', 'TIMP2', 'B1AVS1', 'VIPR2', 'FZD5', 'TBCC', 'DBP', 'ARHGEF38', 'GRINA', 'FBXO39', 'CAND2', 'NOD1', 'CBX3', 'PCED1A'}"
Random_CoreNet_GRN_sig_only_size_match_809,0,0,0,"{'GNA11', 'TCP11L1', 'SYCE1L', 'PAGE5', 'KLHL11', 'INSL3', 'PAX7', 'ZNF33A', 'PPP6C', 'RPTOR', 'PLEKHG2', 'DDX19B', 'LIN28A', 'MBNL1', 'ZNF225', 'LSP1', 'CACNA2D3', 'IL17A', 'CNIH2', 'C18ORF32', 'SLC25A6', 'DEFB132', 'ASXL2', 'PLP2', 'RCOR2', 'IGKV4-1', 'MTUS2', 'CYP46A1', 'ICAM2', 'Q9BV16', 'SLC10A4', 'CDH5', 'HOMEZ', 'PAGE4', 'MRPL35', 'KLF15', 'ADAMTS3', 'GP2', 'NUAK2', 'P0DOX5', 'KIAA0087', 'PRL', 'TNMD', 'STK17B', 'SNTB1', 'GSTO2', 'GIPR', 'TNFRSF25', 'DKFZP686N224', 'EEF1D', 'BLVRB', 'ZNF559', 'MRPS2', 'GMPPB', 'MYOC', 'PLA2G3', 'OSGIN2', 'PACRGL', 'Q08G24', 'TOMM6', 'F8W894', 'CWC25', 'CCDC28A', 'IHO1', 'MRPS5', 'CWC27', 'NFE2L3', 'CCDC18', 'TMCO2', 'ZMYM2', 'LEG1', 'S6B291', 'TCF19', 'F8VZD8', 'SPC24', 'FOXL2NB', 'SNX24', 'FASTK', 'HOXD8', 'PHB2', 'MAGEA11', 'SELENOW', 'UBE2D2', 'KIF15', 'TMEM100', 'PLCE1', 'EIF1AD', 'MEI4', 'ZNF782', 'KYAT3', 'HDGFL2', 'PREX1', 'FBLN1', 'COL12A1', 'SLC25A51', 'NLRX1', 'GCC2', 'B3KNW7', 'EFNA3', 'APOOL', 'HIPK1', 'CLIC2', 'SLC25A13', 'B3KPJ1', 'NTAQ1', 'LIN7A', 'Q8WU02', 'TMEM35A', 'NMT1', 'F2RL1', 'PAK1IP1', 'GPR141', 'A0A384MDV8', 'A0A024R4Z4', 'SCG5', 'PRKACG', 'COG7', 'ZNF823', 'ELMOD3', 'TTBK1', 'APLF', 'CAPN2', 'NUPR1', 'CMAS', 'FBXO2', 'SCAF8', 'TRIM55', 'CFAP161', 'NLGN3', 'SEMA4A', 'ZNF764', 'HSPA4L', 'MYH7B', 'ERICH5', 'MLKL', 'PXK', 'SNAPC5', 'AMPD2', 'B4E0L1', 'Q6ZSR9', 'HSPA4', 'PRRG2', 'GET1', 'ADH4', 'STRA8', 'WDR83', 'SHISAL1', 'TMPRSS4', 'TIGAR', 'PIP4P2', 'SH3BP2', 'NEK8'}"
Random_CoreNet_GRN_sig_only_size_match_810,0,1,0,"{'RSPRY1', 'EFCAB13', 'FAM9A', 'TM9SF2', 'ACBD4', 'GSTA3', 'CCDC144A', 'FLNA', 'SLC38A5', 'AHCTF1', 'NR4A1', 'TRIM22', 'GPHB5', 'ABCC8', 'COL9A3', 'ABCA5', 'ULK2', 'TAF10', 'DUSP8', 'Q86YL1', 'ZNF628', 'B4DN30', 'Q9H3J7', 'PI4KAP2', 'TIMM17A', 'DCAF12', 'RSKR', 'E9PCE5', 'COPS6', 'MCMDC2', 'HGF', 'SAMD9', 'RPL30', 'CCM1', 'TBX3', 'SMOC1', 'KRT25', 'NAA30', 'POMC', 'PIAS1', 'FBXO10', 'GXYLT1', 'PRELID3A', 'GVINP1', 'KRT79', 'POLD4', 'CLTC', 'NMB', 'POGLUT2', 'ALKBH2', 'FOXN2', 'TOR3A', 'ZNF595', 'NAA38', 'PGAP3', 'SLC6A9', 'G6PC1', 'ZSCAN29', 'Q6ZT16', 'CAPN3', 'RGS11', 'ZNF518B', 'FAHD2B', 'SLC23A2', 'POLD3', 'ITGAM', 'CDRT15L2', 'SAXO2', 'PRSS12', 'PCDHA11', 'MKNK2', 'SDC3', 'HDAC8', 'ST7', 'GTF2H1', 'SPIDR', 'TNIK', 'B4E1P5', 'LZTFL1', 'MITD1', 'ONECUT2', 'C1QL4', 'CCDC77', 'TNFSF9', 'CXCL11', 'MAP4', 'PNPO', 'NDUFA13', 'MAGEF1', 'COMMD2', 'FBF1', 'LSS', 'KCNRG', 'TERT', 'IL7', 'DGAT1', 'PFDN4', 'DNAJC27', 'C1ORF21', 'DSC1', 'DPP9', 'IFNL3', 'SAP30BP', 'HSPB7', 'PKDCC', 'RCBTB2', 'RIPPLY2', 'NOP10', 'LPP', 'XCL2', 'POLG', 'MRPL40', 'TM9SF4', 'EPOP', 'A8K5H9', 'CCDC171', 'CRISP3', 'TBCCD1', 'CDX4', 'RPL26', 'DNAAF5', 'HECW2', 'PMF1', 'TMSB10', 'MOCOS', 'F8VVS0', 'PGK1', 'PLXNA4', 'B7Z7E0', 'CTU2', 'NECTIN3', 'IL36G', 'PTBP3', 'ARRDC2', 'LMNB2', 'FBXW11', 'MS4A4A', 'TRIB2', 'ADGRV1', 'CLUH', 'CYP11B1', 'ANKRD29', 'IGSF21', 'SLC66A1', 'CCDC103', 'GK5', 'PIGB', 'COX16', 'AKAP3', 'CCM2', 'AMIGO3', 'CBR4'}"
Random_CoreNet_GRN_sig_only_size_match_811,0,0,0,"{'KRTAP22-1', 'CCDC149', 'AP4S1', 'NET1', 'HSP90AA4P', 'MX1', 'IL22RA1', 'FGFBP1', 'RPL39P5', 'CEP131', 'RNF19A', 'ACTR6', 'NPHP3', 'E7EMG6', 'BTN3A2', 'TPBG', 'TXNDC9', 'ATP6V1G2', 'A0A024RA76', 'RTKN', 'IPCEF1', 'LPIN1', 'MAP3K10', 'PSMB8', 'SUSD2', 'HMGB4', 'B3KMQ7', 'IL17RC', 'GADD45GIP1', 'DLX4', 'SASS6', 'B0QZE7', 'ZNF100', 'LYG2', 'DUS3L', 'HIST1H2AB', 'TRPC4AP', 'Q9BQ98', 'FLOT2', 'RBBP7', 'SLC4A8', 'SLC30A6', 'STEAP1', 'C11ORF1', 'NXF2|NXF2B', 'ZNF33B', 'DTYMK', 'RPS3A', 'MYH1', 'CYB5B', 'TEN1', 'CYSLTR2', 'PLAUR', 'DACT2', 'PPP3R2', 'EIF4ENIF1', 'F8W894', 'POLR2I', 'SERPINB1', 'LRFN5', 'PPIE', 'NAT8', 'MYBPC1', 'TOM1', 'AHRR', 'HEMGN', 'DDB1', 'RFPL3', 'MRM3', 'MYF6', 'RGR', 'CFHR5', 'SUMF1', 'IBTK', 'PLPP1', 'UQCRB', 'TEX9', 'RAMP2', 'NAP1L5', 'MEX3B', 'NOL6', 'SPRN', 'ATP11C', 'AQP5', 'SLC25A16', 'TTF1', 'NKX1-1', 'E7ER99', 'XPO5', 'ATXN7L2', 'IFI44L', 'SAMD11', 'A8K8Y5', 'NMRK1', 'SPATA33', 'C11ORF49', 'Q59H91', 'CENPS-CORT', 'TRUB1', 'GCLC', 'TOMM40L', 'NACC1', 'GRIN3A', 'H2BC18', 'ZFP28', 'LRRC61', 'ANXA4', 'SPTBN4', 'DBT', 'CPB2', 'RAB38', 'BCAP29', 'LMF2', 'REG1B', 'CTCFL', 'RNPC4', 'MTNR1A', 'NPTX1', 'UBQLN1', 'TRMT10B', 'BEND7', 'CSNK2B', 'CLDN1', 'ATP5F1C', 'CDS1', 'PYGO2', 'POLQ', 'PDZD4', 'SF3B4', 'UCN3', 'TACSTD2', 'TIMM23', 'CLMN', 'FBXO25', 'TCEAL7', 'RAP1GAP2', 'COP1', 'RNF169', 'ZNF267', 'RGL4', 'B3GAT1', 'ETHE1', 'PILRA', 'MED29', 'HLA', 'RPL18', 'SPACA1', 'CLPSL1', 'ELAC2', 'NKAPD1', 'EEF1AKMT1', 'NUP188'}"
Random_CoreNet_GRN_sig_only_size_match_812,0,1,1,"{'RFWD3', 'TCEA2', 'CCDC26', 'KIT', 'PTRHD1', 'CAPRIN2', 'DPH5', 'SPPL2B', 'ZNF202', 'LMTK3', 'KBTBD7', 'FLJ00321', 'ACTA1', 'DDX19B', 'NDUFV1', 'B4DDV3', 'PPIAL4D', 'ARRDC1', 'D7RIH9', 'THOC7', 'C10ORF2', 'UQCRQ', 'PCSK6', 'VRTN', 'MAGEB16', 'ANKRD37', 'Q2QD09', 'METTL7A', 'MAMDC2', 'RET', 'NABP2', 'FLRT2', 'SLC25A47', 'PRRG1', 'GBP3', 'CFAP94', 'TSPYL1', 'BAHCC1', 'CMTM6', 'B4DZD9', 'DLX4', 'SSTR2', 'LYPLAL1', 'UBE2Z', 'CD84', 'IQSEC1', 'BAZ2A', 'CYTH2', 'FOXK2', 'GLOD4', 'CCDC12', 'HTR1E', 'B4GALT2', 'PMFBP1', 'GALNT18', 'ESRP2', 'STKLD1', 'RDH5', 'SRMS', 'CHRNB2', 'KDM6A', 'ARMCX5', 'ABRAXAS2', 'SUCO', 'UHRF1BP1', 'C22ORF15', 'UBE2G2', 'SLC17A8', 'TRIM21', 'CD1B', 'PRTFDC1', 'SH3BP5L', 'GINS4', 'NFATC1', 'MKNK2', 'ZBTB7A', 'CHRNB4', 'SCN9A', 'CNTNAP3B', 'FUOM', 'IPO8', 'MYF6', 'TOPBP1', 'BCL3', 'TRAM1', 'NAA50', 'G3V2H5', 'GABRA1', 'EHBP1L1', 'FAM217A', 'NAAA', 'FETUB', 'MDGA1', 'VPS13D', 'COMMD2', 'PCF11', 'PPP1R21', 'DKFZP686N18198', 'MT-CO2', 'CNNM2', 'ZFP2', 'PRKD2', 'UNK', 'MRAP', 'BAG1', 'GCC2', 'ABCA7', 'PYGB', 'GRAP2', 'Q9T9Y2', 'TSPAN11', 'NCOA2', 'KRTAP5-4', 'JAKMIP3', 'PDE6G', 'DNAJB5', 'UBQLN3', 'TAMALIN', 'ISY1', 'SETMAR', 'RUNX3', 'ASAP2', 'PPP1CC', 'HAO1', 'TNFRSF14', 'CDX4', 'FOXM1', 'Q9H686', 'HBG1', 'INSR', 'ARHGAP39', 'GALT', 'DPP4', 'THRSP', 'PDZD4', 'PSMG4', 'COG6', 'PSMA4', 'RASL10A', 'AMPD2', 'DNAJC15', 'GFUS', 'POLR2B', 'KATNBL1', 'RNF175', 'FBXL22', 'PEX26T35INSC', 'FGF2', 'F5GWE6', 'CCDC88A', 'IGHV3-33', 'ZFP36L1'}"
Random_CoreNet_GRN_sig_only_size_match_813,1,2,1,"{'EIF3F', 'SIAH3', 'PCDHA7', 'ST6GALNAC5', 'SKAP2', 'UFSP2', 'ALDOA', 'AHCTF1', 'FARSLA', 'ARMC8', 'ATP2A2', 'FAM186B', 'XKR4', 'POLR2D', 'FOXO6', 'SLC7A11', 'SMP1', 'IGKC', 'CTDSP1', 'KDM4D', 'FOXA1', 'EREG', 'PEDS1', 'HMGXB4', 'ZNF177', 'SOX5', 'B4DN30', 'WAPL', 'GPR161', 'PI4KAP2', 'DOK6', 'SH2B1', 'LTB', 'WDR70', 'KCTD4', 'ITIH4', 'MYADML2', 'FEM1B', 'DENND2D', 'C9ORF43', 'GSKIP', 'TTC30B', 'EEF1A1', 'MLANA', 'ATP5MK', 'VSTM2A', 'ADAM20', 'STXBP2', 'BTNL9', 'ATP1B1', 'TIMM10', 'BAIAP2L2', 'CCDC85A', 'RFX3', 'CDO1', 'IPMK', 'C1ORF194', 'AGMO', 'TMEM14C', 'ICOS', 'YIPF2', 'TNKS2', 'ELP1', 'RP2', 'GFAP', 'PPP1R9A', 'PRSS12', 'KRT81', 'SCYL1', 'TK2', 'KRTAP4-5', 'F5H1Q3', 'SLC48A1', 'SNX16', 'TRAP1', 'MPC1', 'TECPR1', 'FAM102A', 'MAF1', 'FAHD1', 'FAM178B', 'CHGB', 'CACNA1G', 'ADGRE5', 'ACBD7', 'MGARP', 'GJB5', 'A8K2S7', 'CD22', 'EAF1', 'KIF15', 'ID4', 'ZFAND5', 'LIPM', 'ZSCAN30', 'BACE1', 'MAGED4|MAGED4B', 'SLC12A7', 'S6BGD6', 'RCBTB2', 'ZNF321P', 'MVB12A', 'PUS7', 'UGT1A7', 'Q5VVE2', 'ZNF768', 'KRTAP13-2', 'K7N5N2', 'TMEM129', 'FBP2', 'TMEM86B', 'ZNF22', 'PIH1D1', 'INTS13', 'GDF9', 'TEX55', 'PCDHA2', 'KCNA2', 'HDAC2', 'GNPDA2', 'TMEM79', 'TATDN1', 'ADH1C', 'CUL9', 'HPH2', 'TEX19', 'COX17', 'KHDC1', 'DUSP23', 'PPIAL4A', 'ZFYVE1', 'CACNA1C', 'TNFAIP1', 'D6RJ03', 'ARL2BP', 'ARNT2', 'OR5K2', 'IFRD2', 'SENP2', 'AGTRAP', 'L3MBTL1', 'PAFAH1B1', 'HYDIN', 'RGMA', 'SEMG1', 'PKM', 'Q59FP4', 'FAM71F1', 'MAD2L1', 'PYROXD1', 'POLE2', 'CDR1'}"
Random_CoreNet_GRN_sig_only_size_match_814,0,0,0,"{'HLA-DRB3', 'OCEL1', 'CCDC26', 'ATP6V1G1', 'FAM162A', 'KCNMB2', 'IDUA', 'ADM2', 'VSX2', 'RRM2B', 'SENP1', 'CRHBP', 'SKAP2', 'CCR1', 'NBL1', 'UQCRFS1P1', 'ELOVL6', 'FDPS', 'RPL7', 'RECK', 'CT45A3', 'HLA-F', 'Q59EM9', 'CCL13', 'HESX1', 'CCDC92', 'MRPL1', 'CENPO', 'SLC39A11', 'TPD52', 'SSH3', 'PML', 'DOK6', 'MET', 'EPB41L1', 'IL20RA', 'KRCC1', 'FADS1', 'MRPL35', 'KRTAP26-1', 'CCDC17', 'DLX4', 'KLHL17', 'CYP4Z2P', 'NOC4L', 'ZNF629', 'RIMBP3', 'H2AC7', 'DNAJC12', 'IQSEC2', 'LLGL2', 'BUD31', 'SCAMP4', 'AK7', 'ANKRD27', 'ELA2B', 'WDR87', 'ADGRL3', 'CPSF2', 'UBR1', 'CLVS2', 'PDCD2L', 'APBB3', 'PHPT1', 'ACMSD', 'HDAC4', 'RCC1', 'OTUD6A', 'DNAH7', 'IDS', 'J3KNK4', 'SNRPD3', 'ZNF496', 'ALG11', 'KRT73', 'TADA2A', 'MTBP', 'RPL21', 'PRR34', 'SPOP', 'UBE2C', 'GUCA2B', 'ADAMTSL3', 'Q8TDG7', 'RAB26', 'ATMIN', 'TAX1BP3', 'ADFP', 'Q8NHA5', 'TNFRSF6B', 'GALC', 'SAMD11', 'TMEM267', 'LYPD2', 'Q8NHT4', 'PCOLCE2', 'VPS11', 'CKAP5', 'ATP6V0D2', 'E3W975', 'CLEC5A', 'SH2D1B', 'ABITRAM', 'EMG1', 'SNX25', 'AFF1', 'PRR23D2', 'KRT12', 'ICAM5', 'TIMM29', 'PPARD', 'SHOC2', 'HADHA', 'CD52', 'POC5', 'PSMA3', 'TCF21', 'LRPPRC', 'HDGF', 'CAV1', 'TMEM72', 'FBXO2', 'CBX7', 'FAM131C', 'Q8N1H4', 'WTIP', 'HPSE', 'TIPARP', 'TMCO4', 'B4DEC9', 'ZMAT3', 'LUC7L2', 'GCM2', 'H9NIM3', 'ZNF764', 'TMEM63A', 'PCDHA12', 'ING1', 'FGF16', 'ZFP30', 'NUDT8', 'CHP2', 'FBXO48', 'TDRD7', 'SLC52A3', 'AKIP1', 'HCTP4', 'PRCC', 'MTRES1', 'MICALL1', 'RBM19', 'USP37'}"
Random_CoreNet_GRN_sig_only_size_match_815,0,0,0,"{'SLC25A52', 'Q5EFE5', 'CTRC', 'MCM9', 'SLC17A9', 'Q5T4L4', 'CUTC', 'CTCF', 'S6B2A6', 'POLR3G', 'SEC14L2', 'FKBP2', 'CBL', 'FBXL14', 'DYRK1A', 'GRAP', 'KRT40', 'DOLPP1', 'BRI3BP', 'EIF5A2', 'TTLL6', 'TMEM231', 'GPBP1L1', 'SNORC', 'KDM4D', 'CCL4', 'TRIM38', 'Q9H3J7', 'RPL10A', 'UPI0001A48FB5', 'WAPL', 'CFD', 'CCDC127', 'GLI1', 'RPAIN', 'LAPTM4B', 'SMAD1', 'SPRING1', 'CSTF2', 'ALG10B', 'ZNF146', 'CDH19', 'A8K147', 'ASMTL', 'H2AX', 'VPS53', 'ENTPD7', 'DLL1', 'NDRG3', 'CBR3', 'RAB1A', 'ABHD3', 'TIMM10', 'SUPV3L1', 'SOX10', 'SERP1', 'FOXN2', 'C9JL37', 'ANXA9', 'EPX', 'SLC39A3', 'CEBPD', 'ZRSR2', 'ADGRA3', 'ARHGAP12', 'PHB', 'PI4K2A', 'PPM1F', 'B2RAL6', 'SSU72', 'PDXDC2P', 'AGT', 'HSP90AB2P', 'RPL37A', 'RTF1', 'URB1-AS1', 'B7Z2Y6', 'HRAS', 'NR2F6', 'PHF21A', 'CNOT8', 'NBR1', 'IFRD1', 'C9J3D2', 'BBS1', 'UBXN6', 'PPIL2', 'PTP4A2', 'KNDC1', 'Q5SVL1', 'SPDYE16', 'FAM120AOS', 'TMEM185B', 'SIK2', 'CZIB', 'KCNF1', 'K7EPN2', 'NMRK1', 'KDM5A', 'RNASEH2A', 'Q9UMD0', 'HES2', 'MIDN', 'EXOC3', 'COQ6', 'PNRC1', 'FLJ90650', 'HDAC7', 'TRAV4', 'CERCAM', 'TPP2', 'PCNT', 'PASD1', 'SETD9', 'SPRR3', 'PTGES', 'FOXM1', 'ODAD2', 'SLC15A3', 'SLC16A2', 'DBX1', 'BCAP29', 'B2RC52', 'ACE2', 'DECR1', 'APOL6', 'YTHDF2', 'ROCK2', 'KDM4C', 'TUBD1', 'VAV2', 'PLEKHA2', 'RPL35', 'LMNB1', 'CCDC125', 'MFSD5', 'CALM3', 'ITGA11', 'TBL3', 'KRTAP13-3', 'UHRF2', 'NME6', 'PERP', 'UBQLN4', 'SVEP1', 'XPNPEP3', 'E9PBI4', 'ANGPT4', 'SNAPC4', 'YARS1', 'CRELD1', 'KCNS3'}"
Random_CoreNet_GRN_sig_only_size_match_816,2,2,1,"{'MYO1F', 'HLCS', 'RDM1', 'CXORF58', 'LILRA1', 'CRY2', 'HIF1AN', 'SMO', 'H2BU1', 'MRPL49', 'PRPF40A', 'LRRC32', 'LIN37', 'ELOVL6', 'DPF2', 'SOCS5', 'CDON', 'FPR2', 'FBXL5', 'EFHB', 'CSHL1', 'WEE1', 'PTGFRN', 'Q7RTX8', 'MID1', 'GPR183', 'SOX18', 'TMEM266', 'ABCB8', 'AOC2', 'Q6ZRA4', 'IGHE', 'PHF12', 'ACKR2', 'CT45A5', 'SGSM2', 'CNGB1', 'INPP5D', 'TNFSF4', 'ZFAT', 'DAB2IP', 'I3L4S8', 'CDCP1', 'UBE2L6', 'USH1G', 'KIF3B', 'PRPSAP2', 'TBC1D3B', 'RNF166', 'NAV2', 'NRXN1', 'PHP14', 'APIP', 'FAM114A1', 'GABRB2', 'CHMP1B', 'EIF4G1', 'NCKAP5L', 'MEOX2', 'HDC', 'EPX', 'APPBP2', 'DSG2', 'TMEM62', 'EL52', 'NBAS', 'RAMP3', 'O60536', 'TMTC1', 'IQSEC3', 'MAPKBP1', 'NKAP', 'SDC3', 'TUSC5', 'TSPO', 'ANTXR1', 'SCFD1', 'PENK', 'KRTAP1-5', 'SEMG2', 'YIF1B', 'MTBP', 'Q5VYC3', 'GLRB', 'O00334', 'BLNK', 'MAGEA11', 'CLN5', 'RPL3', 'C9JX13', 'PYGM', 'MGA', 'CBWD1', 'MEI4', 'NHLRC4', 'RRAGA', 'LHX1', 'DPP9', 'GCKR', 'TUBA3C', 'CBX2', 'FAM24B', 'POTEF', 'FLJ10404', 'CCDC146', 'TESK2', 'DMAC2L', 'CCL7', 'HIC2', 'DYRK4', 'IQCC', 'LAYN', 'LRRC52', 'HDAC7', 'SEPTIN5', 'SLC39A14', 'RHOC', 'MFAP1', 'DPH7', 'ASB13', 'UBE2L3', 'H2BC21', 'ATXN2L', 'KRT26', 'Q9H7G6', 'CEACAM8', 'SIGIRR', 'ZC3H8', 'BUB3', 'S1PR4', 'EMILIN2', 'ROCK2', 'PIK3CA', 'Q8WYY9', 'IL1B', 'EDAR', 'CIB3', 'LSG1', 'MEIOB', 'SFTPC', 'NR2A2', 'CYB5R3', 'ELOVL2', 'ZNF697', 'CDKN2AIP', 'KCNK16', 'PEX26T35INSC', 'IL27', 'ZNF835', 'AMPH', 'CCDC85C', 'COA1'}"
